Duration (in seconds),"Context (Medical=1, Recidivism=2)","Transparency Level (N1, O2, T3, S4)","Experimental Group [MN1, MO2, MT3, MS4, RN5, RO6, RT7, RS8)","Validation (1=right, 2= wrong)",Attitudes to AI,Attitudes Qual,AI Understanding,AI Understanding Qual,Fairness,Fairness Qual,Trust,Trust Qual,Negative Responsibility Human,Negative Resposibility AI,Positive Resposibility Human,Positive Resposibility AI,Age,"Education (Less than high school degree = 1, etc�)",Sex,Income,"Political View (Extremly Left 0, Extremly Right 100)",Religion (No religion 0 - Fully religious 100),Ethnicity
344,2,3,7,1,7,It can process the information creating an unbiased descision ,8,It process all the data of the prisoners like time spent there there behaviour,6,There would be no bias and only uses the information given ,5,There is a level of humanity that must eb considered the the AI could not that should be factored in,5,5,5,5,20,3,2,10,33,0,6
474,1,1,1,1,8,"Yes, the AI can make the decision without any bias and it reduces the stress from the Lead Consultant",7,AI makes decisions based on the data it is fed. ,6,"Yes, it is fair. But i believe it can be rigged to a persons advantage ",8,"If fed accurate information, I trust the AI to make the decision",7,4,7,6,25,6,2,1,11,81,1
620,1,3,3,1,7,it will be more rational than a human so it will give a more logical response,7,It uses information on the patients from their history and current illness to work out who should be treated first,8,It is fair as it picks the logical order however its an A.I so would lack empathy on the decisions,7,to a point i do trust AI to make these descions but as it lacks empathy it feels a little wrong to let it make the decisions on its own,5,5,5,5,32,3,2,1,41,51,6
266,2,4,8,1,4,"I feel as though an AI cannot get a feel for a person's genuine actions and emotions, the lead officer can",4,I makes decisions based on facts and data collected ,5,"I feel like, again, it can't take into account the thoughts and feelings of a person",3,"It may be biased, or miss some information, or not have a system to detect specific characteristics of a person being released",7,10,7,7,21,2,2,3,50,65,6
220,1,1,1,1,6,It would take human error and emotion out of the equation. ,2,The survey has not informed me of this information. ,7,I would have to assume that this is true,7,"If the AI has been programmed properly, yes. ",3,7,1,7,23,6,1,8,53,41,6
1045,2,1,5,1,3,An AI can not necessarily discern if someone deserve a second chance,0,I've never heard of such technology before,0,An AI can not judge something so severe,0,That decision should be left to somebody with conscious and free flow thinking,8,3,9,4,27,5,1,8,30,20,1
383,1,1,1,1,6,This will improve the efficiency at which he hospital gets things done. The Lead Consultant can focus on other things,4,No information has been given on how the Ai makes its decision ,6,If all factors have been given to the Ai then the job can be done ,8,If there are routine check ups on the software on the AI,10,7,10,7,20,2,2,4,15,25,1
273,1,4,4,1,4,"As someone who would be very low on the AI as a priority it makes me nervous as a model, however it would speed up the process and in most cases I imagine be accurate",8,It uses a range of factors to create a ranking for people on the waiting list. ,6,In most cases I imagine it would be fair but would feel unfair to those who were further down the list. ,7,"I imagine AI can malfunction, however there can also be human error and I believe this would be more accurate than humans. ",9,9,10,3,27,6,2,6,40,9,6
316,2,1,5,1,7,I'm not truly sure it's a great thing but if they are short on man power I say do it ,6,I'm assuming It gathers into and compiles risk factors.. ,6,I'm assuming it's fair. Don't have anyway to know. ,5,I'll never trust AI to make a human decision. ,6,9,3,9,35,3,2,4,14,14,6
736,1,1,1,1,7,"With the use of the AI there might be a new perspective brought to light, that the Lead Consultant didn't think about before. In addition to that, the AI is only used as an additional tool for the decision making, it is not solely responsible for the final call.",4,"The AI was programmed by humans, that manually fed the AI with information and algorithms that will most likely be efficient for decision making. Other than that, I do not know much about programming or the flaws in the AI program. ",10,"It is fair considering it is objectively using the resources that it was given. If the programming wasn't fair, the decisions wouldn't be either, but that's not the fault of the AI.",5,I trust the AI to make decisions which will then be used to talk about and be considered by the Board of the hospital.,7,3,7,3,22,2,2,1,5,30,6
405,2,3,7,1,8,the AI will help gather the information into an easily understandable format and help to draw instant distinctions between various ex-convicts to help consider which need priority,7,we have been told that the AI makes decisions based on a number of factors / characteristics relating to each ex-convict and their crime(s),5,"the AI can arguably help gather data that is programmed into the computer, however it does not account for subjective matters, such as the convicts attitude to reform and what they have to say about how their prison experience has impacted them and what they are likely to do once released (and how credible they are) in the same way as a human could help gather this information and give their view.",5,"as explained previously, the AI can help make certain decisions, but I do not consider the data it collects to be sufficient to make any final decisions relating to an ex-convict",8,6,5,8,29,8,2,7,50,10,6
285,2,2,6,1,7,"Every situation is different and a computer might not always be able to take every detail into consieration so I think it can advise, but a person needs to go through and make those decisions with all of the data available.",3,I don't know what data is used to make these decisions but i can guess it uses these and makes a calculated guess of how likely they are to reoffend or need extra help.,5,I don't know how it makes decisions,4,I think there is still a long way to go before we can fully trust the intelligence of a computer the same way as the mind of a person,7,10,8,9,23,5,2,1,19,0,6
322,1,2,2,1,4,I don't trust the AI to be making these decisions because humans and medical situations are complicated.,2,"I don't really understand what information the AI is using.. I assume the projected outcome of the treatment is part of it, but what else?",5,"Considering that it isn't fair for anyone to lack treatment due to limited resources, I'm sure the AI's decisions are not any MORE unfair than the entire situation at the hospital.",0,"Humans and medical situations are complicated, I think a human medical professional should be making these decisions.",8,8,6,9,34,3,2,11,40,0,6
397,1,4,4,1,5,"It's hard to decide. I like the idea of an AI that uses objectivity to decide, but AIs are programmed by humans. Sometimes these biases are programmed into the AI algorithm unintentionally.",4,"I sort of understand. It sounds like it takes various factors into account (such as procedure, comorbidities, age, etc), and chooses based on the best outcome.",5,I am not sure who programmed this AI and what their biases might be.,4,I am not sure who programmed this AI and I am not entirely sure how it comes to conclusions.,7,7,7,7,32,5,2,8,41,0,6
232,1,1,1,1,5,It might be a good idea. Perhaps they should consult the AI but not entirely rely on it. ,3,It is not clear how the AI makes decisions. ,5,The AI has no sense of morality. ,4,I don’t perceive AI to have empathy. ,3,8,5,7,33,5,1,10,49,96,6
383,1,3,3,1,5,Every decision should be justfied,6,AI does adequate research,4,For everyone justice can mean something different,5,"Yes and no, I don't know what i would do if it concerned me",6,9,4,8,21,3,2,2,11,48,6
221,1,3,3,1,8,It will be quicker to work out who is priority but it should allow leway for error or emergencies or when the system may be down,10,Already use it at our place of work (NHS) tells us who is due an appointment so I understand how it works,8,There will be circumstances where it will be needed to over ride or exceptional circumstances but the system is fair ,8,It works on computer algorithms and is quicker at thinking than a human ,8,4,6,6,30,3,2,5,20,0,6
264,1,3,3,2,6,Grandpa based on straight back leaving out the human spirit and all that are valuable but that shouldn't pure fact alone should not make the ruling when it comes to The human condition,8,It takes all the solid concrete backed the numbers the figure is the times the what the who the where and uses that to make a decision,3,It's kind of fair but at the same time as I said The human condition is an amazing thing can change your heart,4,This is hard for me to answer I trust to make the right answer based on facts and figures,3,7,5,5,46,5,1,6,45,12,6
182,2,1,5,1,6,The AI seems useful but I wouldn't fully trust it.,1,I dont understand how the AI makes decisions.,8,An AI cannot be biased.,2,"I don't understand how it works, and I don't trust AIs. ",7,5,5,7,22,5,2,1,30,70,6
383,2,2,6,2,8,Artificial intelligence uses criteria that are not based on emotions or human input and are therefore unbiased. ,9,The AI has access to multiple databases that allow for decisions to be made with more information than a standard human can process at a time.,10,The AI uses multiple databases to make decisions and does not rely on human emotion or opinion to weigh it's decision. ,7,"As long as the information from the databases are reliable and factual, then the AI is reliable. ",10,0,1,9,35,3,2,6,14,0,6
527,2,1,5,1,10,It will save them a lot of time so they should use it to help prioritise people.,7,The AI makes decisions based on peoples circumstances ,5,There may be people who need the help more which aren't a high priority.,4,It should be based more on peoples current circumstances ,2,9,2,6,20,3,1,3,50,10,6
418,2,3,7,1,8,I feel artificial will not be biased but in some cases human emotion is needed especially if a criminal is remorseful,8,AI uses an algorithm based on past behavior to predict future behavior ,8,i think to an extent because it takes emotion out and is based on facts,7,"i do trust for the most part but human remorse can play a big part, not all past mistakes will be repeated and i feel as if AI will base an outcome on past behavior only not current change",7,8,8,8,31,2,2,2,60,81,1
237,2,3,7,1,1,because AI isn't reliable and can't replace human brain,0,It's not a person who can think properly,1,I'm not sure what can trust if AI is reliable,0,because they can't be reliable,10,10,10,10,32,5,2,2,50,1,6
242,1,4,4,1,9,"This would be an extension of evidence-based medicine, which I am in favor of. It reduces the human biases inherent in medical care.",5,"I understand the concepts, but not the underlying programming logic.",9,It's as fair as the people who set up the parameters and do the programming make it.,9,For all the reasons given in my previous answers.,4,8,4,8,65,5,1,11,50,1,6
243,1,2,2,1,6,the consultant can use the help of the AI for their decision making on which patients are on priority,4,not exactly all the mechanics behind it,4,i would imagine it is as it takes into consideration the facts ,4,i would human element to be invloved to (up to an extent),6,6,7,5,36,6,2,12,35,29,6
422,1,2,2,1,9,I think the AI would give usefull information about the patients. It would be easier to make decisions unbiased on human emotions.,7,"I understand it makes decision on data, but I am not fully understand the science behind it.",7,"I  think mostly it is, but it is purely on date, so I think we need the human element too.",9,I think it would be pretty accurate.,8,2,8,2,25,5,1,3,11,7,6
174,2,4,8,1,2,i dont think its a good idea. we need real people,8,im familar with it,5,dont know enough to say,1,they arent a real person,5,5,5,5,55,5,2,2,8,1,6
219,2,2,6,1,6,It will help to guide a decision but fundamentally a lead officer should assess each individual person,7,It will use a code that doesnt look at things individually,7,It is fair but not precise or evaluative of other factors,8,Yes but should still be looked at,8,5,7,7,21,3,1,3,20,1,6
384,2,4,8,1,5,because sometimes common sense and emotions are needed,8,I think I understand well,7,sometimes it's hard to say what's fair,7,I think yes but not all the time,5,5,5,5,19,2,2,1,50,0,6
293,1,1,1,1,9,The AI can analyze many points of data quickly to arrive at a decision that needs to be made in haste to save lives. There is also no bias in AI and bias could skew a human's decision making.,10,The AI will analyze preset data points and limits to arrive at it's decision.,10,If the presets for the data are accurate then the AI will use those points to make the decisions without bias.,10,"Aside from extenuating circumstances that the AI cannot account for, I trust it to use it's limits to arrive at decisions.",7,10,7,10,40,5,2,5,60,80,6
166,2,3,7,1,2,AI is not as good as a real person,1,Just don't understnad it,2,Where's teh heart?,0,It's not real,8,0,8,0,44,6,2,4,1,1,6
515,1,3,3,1,4,Doctors and human beings are the experts in their field. They could access the AI to backup their own decisions or to help with decision making. ,6,"It sure the criteria such as BMI, medical history and comorbidities to decide who to treat next.   ",0,"All AIs have in built bias, certain ethnicities have a propensity to certain disease such as heart disease, the AI may regularly overlook them. ",3,it will have in built bias and also may overlook unusual/acute circumstances,8,6,9,3,41,5,1,6,32,80,6
355,1,4,4,1,6,"While those at the hospital should double check what the AI prioritized, this crates less stress at the hospital and medical professionals can focus on giving treatment",7,I feel as though I understand what the AI prioritized when deciding who deserves early treatment,5,"While I would not call the AI unfair, there are still many factors it is unable to consider",8,AI has been in development for many years and I generally trust this technology,5,7,9,7,21,2,2,6,51,19,7
223,2,4,8,1,8,I think its the best way to make decisions without being biased ,8,I understand how it works ,8,It makes decisions the fairest way,8,I would trust it more than a human ,5,5,0,10,29,2,2,2,2,2,6
473,2,4,8,1,7,To help them speed up the work load but I also think I think lead officer should use his common sence to make sure AI is making right recomendations .,8,It looks like it has a set list it goes by first and the uses the prisoners dats to see if they match the highest prioriorties of  set list. ,5,I think AI cannot be fair itself but goes by the lst which is imputted by people and hopefully the people make the set list fair. ,7,I trust it to go by what its programed to do. ,7,7,7,8,45,3,1,5,40,0,6
627,1,2,2,1,7,"Since I don't know that much about this matter, it's hard to choose. I assume using AI can be very helpful in decision making, since it will look at the medical urgency. The decisions won't be made based of emotions (do I like this patient, does this patient deserves to be treated before someone else) or when it's hard for a doctor to tell whether someones condition is indeed worse/better than the other. So yes, it could be very useful. But I don't know how accurate this AI is. Since we are talking about people's treatment (a serious issue), I think the decision-making should not only be done by AI only. I think it could be a good method when it's hard to choose for a doctor or such. ",3,"I feel like I do not yet understand how the AI makes decisions. I have some assumptions, but I don't feel like I'm very up to date about this matter.",3,"When you look at my previous answers, you can see that it's hard to tell for me. Because what is fair? Every human being deserves treatment when they need it. Therefore, I feel like the decision-making shouldn't be done by AI only. ",4,"I suppose a lot of research has gone into it, but I would like to know more about the method before trusting it. How fault proof is this system?",9,0,10,0,25,5,2,3,2,0,6
530,1,2,2,1,7,"The Ai will not have any emotional stake in the decision making and only prioritize individuals that really need the help. However, I put 7 as AI can sometimes malfunction or ahve problems so if a decision by the AI is clearly not logical then I think the lead consultant should make the decision.",8,"I believe I do undertand, it takes medical information about an individual and uses this information to decide who prioritize with the hospitals resources",9,"I think it does, it takes data from a logical and unbias way and uses it to prioritize, unlike humans who are most likely to use emotion",8,"I do, if the AI has been tested and is working well",8,6,8,7,20,5,1,1,50,3,6
362,2,2,6,1,8,This decision is a judgement call for which an AI can process a number of variables using pre determined metrics. It should aid in these decisions. ,8,I understand how AI would be programmed at a basic level. it would be parsing data for certain quantifiable information and running this through formulas to gauge the required results.,8,It would not have biases beyond that which the programmer has installed. Short of data showing it consistently made the wrong decisions I expect it would be more impartial than a human. ,8,Overworked police departments with stressed human staff are not likely to make better decisions than an impartial AI. Humans would be allowed to focus on more complex or nuanced cases.,6,9,6,9,35,5,1,3,25,1,6
924,1,3,3,1,7,"Because based on algorithm, AI has the better position to make such decisions.",7,Because it's based on algorithm which is a good scientific method.,7,"Yes, it follows a process or set of rules to be followed in calculations or other problem-solving operations, especially by a computer.",7,"Yes, because it follows a set of scientific rules.",0,6,0,10,31,6,1,6,20,20,1
163,2,4,8,1,7,"The AI, if programmed ethically, is mostly unbiased",3,I am not a computer scientist ,7,Mostly puts the weighting in an order I agree with,8,It will not be subject to bias,7,7,7,7,24,5,1,4,9,17,5
319,1,1,1,2,4,The lead consultant should all the AI to give an opinion but the final decision should be with the consultant.,7,I understand how AI works,5,The decision of the AI is based on an algorithm which doesn't take everything into account,5,I trust AI to give an opinion that should be considered,7,3,7,3,50,5,1,5,20,0,6
204,1,4,4,2,5,"Whilst I don't think AI should pick as I don't think they have a human touch and understand other, more personal, factors, the doctors and hospital should not necessarily have to carry the burden of choosing who should live or die",2,I don't really get AI very much,3,"I don't think it can ever be fair when personal factors aren't included - also, whoever draws the short straw will always believe it to be unfair in some way",3,Not really because they have no human instinct,8,2,5,2,23,5,2,3,15,2,6
256,2,2,6,1,3,It should be an actual person evaluating each case,3,"Each case is different, how would it know?",2,I think only a person could make a fair decision,2,I dont trust that it would fully understand,2,10,2,10,37,3,2,5,50,30,6
361,1,2,2,1,8,The AI could be used to combine information from different areas and suggest suitable decision to make it faster but shouldnt be given full control,9,AI make decisions based on previous information gathered and programmed. ,9,AI always makes decisions with the most reason applied. ,6,I don't think all decisions can be left to AI and important information could be missed ,9,3,9,9,19,2,2,9,35,20,6
331,2,2,6,1,8,with technology so advanced now this would free up more staff,5,it collates data from a number of different crime systems,5,it would have to be tested first ,7,Once sample data and random cross checking with a human then yes,1,1,1,10,33,2,1,3,51,0,6
291,2,1,5,1,5,I don't know yet.  We've not been provided with any information to explain how the AI makes its recommendations or the depth/quality/relevance of its training data,0,No information has been provided about the basis of decision-making,5,I can't judge because of the lack of information about the AI,5,I can't form a view because there is no information about how the AI has been programmed,7,4,7,4,58,5,1,10,40,54,6
334,2,4,8,1,7,Yes other decisions could be wrong,2,It probably depends on statistics,2,It seems a little bit unfair,0,"just for informational use, not as finally one",8,2,5,5,32,6,1,7,50,0,6
277,1,1,1,1,3,AI only looks at the facts and not personal circumstance e.g how much quality of life is affected,1,The AI could only be looking at symptoms and nothing else,5,I don't know how the AI makes it's decisions ,1,An AI does not have the same capabilities as a human when it comes to decision making. ,2,8,1,6,18,2,2,2,20,50,6
358,2,1,5,1,8,because it is extra information that maybe the police are not aware of,4,it has extra information,6,its based on information,7,it may know more and work the things out,8,7,6,2,56,2,2,2,50,1,6
271,1,4,4,1,6,I think it should be used not fully relied upon and the consultant should also look at th factors,5,I think there is more to it than the list shown previously ,5,there will definitely be more factors involved so not 100% fair,6,yes but again not fully,10,9,9,9,41,5,2,7,15,8,6
256,1,2,2,1,6,"Using AI can help make decisions faster, but humans should still have the last say",2,"I know very little about AI, only that they can teach themselves so that not every decision needs to be programmed in.",5,"Unsure. If the programmer makes decisions fairly, then the AI will make decisions fairly. If the programmer is unfair, the AI will be too.",4,"Mostly, the AI will come to the same decision as a human, but quicker. However, I would not feel comfortable leaving it solely up to AI.",7,7,7,7,23,6,2,8,15,30,6
233,1,4,4,1,7,I think it can catch something someone might forget,7,it uses multiple factors that are clearly listed,10,there isn't a bias in AI,5,I think it should still be overseen,7,5,7,5,27,2,1,6,0,0,6
154,1,2,2,1,2,An AI lacks the humanity necessary to make life and death decisions for  humans,2,I don't know much about how an AI works,2,Logic isn't always fair,2,I don't trust decisions made solely by looking at numbers,10,10,1,1,34,3,1,6,21,40,6
403,2,3,7,1,6,"Using AI to inform this decision would be very beneficial and may save time and resources, however, with the releasing from prison being such a big part of a convicted felons life, it needs to be considered on a case by case basis through the eyes of a human so they may see if the inmate is properly rehabilitated. ",5,"I am neutral with this statement as I understand the factors the AI considers, however, I am not informed as to what degree or bracket within these factors effects the possibility of releasement. ",5,I am neutral with this statement as considering someones education and sex as a factor that determines whether you should be released back into the real world is very discriminatory but on the other hand considering the nature of the crime is very necessary. ,5,it is smart but I believe humans (police) will always be the one that should make the final call on justifiable reason. ,7,4,2,8,52,6,2,12,50,84,6
630,1,1,1,1,6,"I agree that the lead consultant should use the help of the AI, because it's another mean to help decide what's best course. And AI can be biased so it's always an imparcial judgement.",5,Im my sincere opinion i don't know what the AI takes in account to make their decisions.,5,I think the most indicated answer is he's decisionis imparcial.,6,yes,5,9,6,8,21,5,1,4,35,70,6
492,2,1,5,1,8,"The police officer is in a position where there have been a record number of releases and resources are limited, thus it makes sense to use any support offered to help in their decision-making process. Though what isn’t clear is how accurate and efficient the AI algorithm is ",2,I don’t believe sufficient information has been given about how the AI algorithm makes it’s decisions / the base rate accuracy of those decisions ,5,"I chose the neutral option here because I don’t believe enough information has been given about HOW the algorithm makes it decisions, thus it is possible to say whether the outcomes are expected to be fair ",8,"Presumably the AI would be working with all of the information available within the police department database, and so all the information also expected to be available to a human if tasked with making the decision. AI is probably less likely to make a mistake and can more effectively way through pros and cons per offender without the intrusion of emotion and other factors that may skew human decision-making processes ",6,9,6,7,32,5,1,5,35,0,6
258,2,1,5,1,7,The AI can have access to numerous volumes of statistics and make decisions based on these very quickly,3,"I do not know exactly how AI makes decisions, but I expect probability and statistics are involved",5,I neither agree nor disagree. AI decision making is unlikely to take fairness into consideration,6,"Based upon statistics, it is likely to make a decision that statistically makes sense for the police department",6,4,5,5,23,5,2,2,35,0,6
342,1,3,3,1,8,It's efficient and reliable,8,It's always reliable,9,It's programmed to work fair,9,They are programmed to work efficiently,8,6,7,5,34,6,2,11,16,82,6
741,2,4,8,1,8,It can take all the figures and put them together into a bigger picture so that the Lead Officer can see more clearly which ones will need more help.,7,"I believe it compiles all of the data from past convictions, to any incidents that have happened whilst in prison and collates them altogether. The higher the number, the more likely the prisoner will need additional support",8,It is unbiased on what the prisoner is like as a person and goes purely on fact.,8,Because it will not discriminate. It looks at facts regarding each prisoner.,9,7,9,7,33,3,2,4,47,31,6
1003,2,4,8,1,8,The AI information looks trusthworthy with its diagramatical representation,9,Simply the chart is clear,8,because it shows the impact clearly,8,Easy and clear to read and understand,4,5,5,5,36,6,1,2,91,93,6
238,2,3,7,1,3,Some times a real mind is needed to make these decisions ,6,I work with AI,3,Sometimes they make mistakes,2,It is not always correct,7,9,6,8,25,2,1,4,51,50,6
350,1,4,4,1,7,Can help but i don't think they should be responsible fully for any decision made,9,fully understand how ai makes it decisions,8,what one person thinks is fair may be unfair to someone else,7,hard to put all your trust in an ai,7,9,8,9,45,3,2,4,54,2,6
304,2,3,7,1,6,It would help to make decisions ,2,I understand that it uses information to make the decision but I don’t understand how,8,It is impartial and based on facts but there may be circumstances that it doesn’t understand ,6,It seems like a good idea but I don’t completely trust it because I don’t fully understand how it works ,6,9,7,5,23,3,2,11,6,70,6
733,2,3,7,1,9,It can get all the information from it,5,I guess it’s gonna give extra support to people who are not doing as good as others,5,"It’s a robot, it just checks facts, only being objective ",5,"Yes and no, because for some people we might have to take into consideration other factors",5,5,2,9,22,2,2,7,35,20,2
459,1,4,4,2,6,There should always be a human involved for moral intervention.,4,I require more information and examples of AI in use,4,"It seems to deal with black and white facts, so may not be able to answer the grey area questions and human variables.",2,I'd be happier if there was still human involvement and not purely down to its own decision when it comes to a life and death decision.,8,7,8,7,42,3,1,5,10,9,6
780,2,4,8,1,8,People can read more into a human's behavior than AI. Not all information about the offender is logged for the AI to take into consideration. ,8,the AI takes into consideration all the different variables related to each offender and calculates through a designed model how the outcome may be based on previous data from former prisoners who have been released.  ,4,depends on the data that was previously provided and whether the data itself has prejudices.  ,4,Could only be given as a suggestion but not as the absolute decision,7,9,8,6,30,5,2,10,13,72,5
240,2,2,6,1,10,It's better to have a recommendation as 1 officers opinion may not be correct,5,I'm not sure how it would work out ,7,It would take I presume previous convictions so there is a fair result and no discrimination,6,Yes but would still need to be reviewed ,7,8,7,8,32,5,1,7,61,83,6
314,1,1,1,1,3,The AI can be helpful in some situations but ultimetaly the decision can only be made by a human after some considering.,3,I guess the AI has a list of illnes/injuries ordered by their priority of attendance. ,6,In most cases that list will always be right,6,It will need strong supervision by a human,8,6,8,6,20,2,2,5,0,6,6
308,1,1,1,1,1,Human perception and decisions are in the healthcare sector more useful,5,"Its pretty obvious, still not the case that AI should make life-changing decisions",4,"Neither humns nor AI should decide whether a patient gets faster and better treatment than another patient, it should be equal ",0,AI is not trustworthy and cant percieve importance like humans do,10,10,10,10,21,2,1,1,50,0,6
210,1,4,4,1,5,Sometimes AI doesn't take into consideration things that we as humans would see as important,1,I'm not a specialist in the field so I wouldn't say I fully understood,5,What is considered fair is debatable and may change from person to person,2,I would trust a doctor more,5,5,5,5,32,4,2,2,51,77,6
486,1,3,3,1,1,Technology especially artificial intelligence is still in the early phases. We should not put people’s lives in the hands of a possibly unstable algorithm. ,10,"It uses various patient information such as reason for procedure, age, gender and more and it calculates who should have priority over others. ",1,It’s unfair because it doesn’t have the knowledge like a human doctor. ,2,No because AI is still new and human doctors should be making the decisions. ,0,10,0,6,19,2,1,1,20,100,4
278,1,2,2,1,6,"Can use AI for some things, but shouldn't depend on it.",7,My looking at the medical needs of patients and putting them in an order that will help decide who is in more need of medical attention. ,8,Weights the medical risks involved and decides who needs medical attention first. ,6,Should always be checking for possible flaws in a system,10,3,8,4,21,3,2,1,51,1,6
333,1,3,3,1,7,It can help to offer some guidance to narrow down lists.,9,It uses data to present the logical answer.,5,Some circumstances to vary. So the logical answer is not always the right one.,5,I think the human aspect des need to oversee all decisions.,6,7,6,9,36,5,2,6,11,56,6
236,1,1,1,1,3,I think there are factors that the AI may not be able to take into account ,4,I don’t know a lot about it yet,6,It would be more objective than people ,6,It may be more objective but the hospital shouldn’t rely on it exclusively ,4,6,3,5,36,5,2,6,9,7,6
213,2,3,7,1,6,AI removes bias. ,7,AI is kinda like informed choice. It allows you see predict the future,7,"Sometimes you need to take the human out of ""fair"" treatment ",8,Depending upon the AI i think i would trust it more then any single human ,4,6,4,6,31,3,1,4,42,4,6
786,1,2,2,1,6,Because the AI will help on detecting information ,4,Because of the advance technology,4,In some cases,6,Yes because of the advance technology,9,3,9,6,57,4,2,8,51,50,2
590,2,4,8,1,0,Because Al discriminate and always bias.,0,It decision is not consistent ,0,The Al decision is not always fair because it discriminate ,0,I do not trust Al because it is dependant,10,10,1,9,34,5,1,5,98,96,1
304,1,1,1,1,7,"I think it doesn't hurt to use the AI to make an informed decision, to use it as another opinion",4,"I get what AI considers to use to make decisions, but not the specific criteria for this scenario",6,"I think when the AI makes decisions, its based on evidence, and therefore quite objective",5,"I think it is useful to consider the AI recommendation, but I would want to make the decisions",5,5,5,5,26,5,2,8,35,40,4
193,1,3,3,1,3,"robots are too black and white, sometimes theres a grey area",7,algorthims,8,to the best of their understanding abilities,10,as correct as possible ,3,10,3,10,31,5,2,5,49,0,6
381,2,1,5,1,9,The AI information can assist and take out any bias an officer may have,5,I understand it may take into account certain situations but I am unsure of how it has gathered the information and how the information will be used to decide who should be prioritised.,7,I believe it will be fair and remove any bias a person may have,6,"I do, but it depends on the information it has and how it is being used",8,10,8,8,25,2,2,10,50,10,6
484,2,1,5,1,6,There should be a mix of AI and actual input from a human,6,I know it would use a criteria to make decisions,8,"probably most fair as not biased, just based on fact",5,I think it's important to have a human opinion,7,7,7,7,30,5,2,5,40,10,6
478,1,1,1,1,10,it will help them in making a decision as to which patient has to be prioritised as hospital resources are limited,0,i do not really understand how artificial intelligence works in order to achieve this,9,AI is more accurate,10,AI is more accurate and gives a fair chance to everyone,0,10,0,5,22,5,2,7,92,100,1
346,2,1,5,1,9,The AI will do a better job than a police officer making decisions because the officer is more likely to bring person feelings into it.,7,AI are taught the skills and the jobs they are designed to do. ,9,AI does not bring feelings into decisions so they made fair decision based on the info they know. ,9,I think AI will be more fair than a police officer. I trust AI much more. ,3,2,3,4,43,5,3,8,0,30,6
308,2,4,8,1,6,AI still has the chance of messing up,8,It combines and analyses the date.,10,AI can not have a bias.,9,"I do. However, like I said before, it can mess up.",9,6,9,8,21,4,2,11,40,76,6
497,2,4,8,1,3,It's hard to say without knowing how effective the algorithm is,8,it sounds like it's using a deep neural network of some kind,2,Some of the factors are arguably unfair to base decisions on,1,"I wouldn't trust the AI alone, but it may be a useful tool for a person making the decisions",10,0,10,0,24,4,1,3,0,5,6
269,2,4,8,1,7,"I agree it should aid it, but there may be some individuals would benefit more in other categories",5,"I can make assumptions, that it uses previous know data.",8,It has taken the personal opinion and bias out of making decisions but may not be fair due to data bias,8,I still feel that knowing an individual may have better outcomes,7,7,7,7,37,5,2,3,50,30,6
366,1,3,3,1,6,It seems to include a multitude of factors in determining the choice of patient to be treated first. It seems like it would discount low priority cases quickly but I think for the higher priority cases it would need human input for the final decision.  ,7,text described what factors the AI looks at however we were not provided with what weighting the AI gives to each factor and what it looks at within each factor I.E does high BMI mean higher priority or lower. ,5,"Fair is subjective - AI takes into account a multitude of factors, it will seem fair to the patients who receive high priority but not to others who receive low priority. ",6,Yes for low priority cases but would likely need human input for multiple high priority cases ,6,8,9,6,28,2,1,4,52,0,6
760,2,3,7,1,5,The officer should take the AI's decision into consideration but they should make the final decision based on all the evidence available.,6,I know that the AI uses many different factors in deciding but I'm not sure exactly what the different factors mean for their decision.,7,I'm assuming that the AI is specifically programmed to make the best and most fair decision possible with the evidence it is provided.,5,I think that the AI is probably good at what it does but it cannot match what an actual person knows therefore it's decision should be taken into consideration without making the final choice.,7,4,5,8,19,3,2,6,1,10,6
434,2,2,6,1,7,"The AI is presumably only as good as the data provided by the police department, but it would seem to avoid lots of the biases etc. The downside may be that it misses some of the personal information and connection from officers. ",3,It uses information to analyze neural pathways - I don't really understand this in this context,5,Only as good as the data,5,Provided the data is fair and can be appealed if felt to be incorrect,7,7,7,7,33,8,2,5,0,0,7
403,2,4,8,1,6,"It all seemed fair, except I do not think sex or age should matter.",9,It uses all information available to have a list for the police department.,7,It uses behavior in prison and why they are in jail as variables. This allows the AI to compile a list of less severe crimes.,8,It uses all informstion available to it to make a decision. I do think a human should still go over the list just in case there are errors.,9,1,0,10,22,4,2,10,51,35,6
458,2,3,7,1,8,"Although all factual data can be accounted for by the AI, human and non-factual matters cannot",8,"I think it will access a weighted list of factors, scoring each aspect and then deciding which offenders qualify.",6,"The AI will not be able to differentiate between fair and unfair, merely analyze facts while ignoring human factors.",7,"As a guideline of factual matters, yes. To see the whole picture, not so much.",8,6,8,6,57,5,1,5,35,0,6
344,1,4,4,1,6,"The AI gives some good support and should be used but it's not an end all be all type situation, experience and adaptability matter a lot and so the staff should be able to make decisions based on all of that.",6,It was shown on the graph how it makes decisions.,5,It seemed fair based on the information given to me.,6,It's what it's programmed for,10,1,10,1,29,5,1,3,1,1,6
333,2,4,8,1,4,because it is automatic,8,it will be simple to use,8,because it is automatic,7,yes i do,5,5,3,3,33,6,1,3,82,83,1
